user_id,comment_text,post_id,thread_id,post_time
278102,"Not sure I deserve any credit; seems I only added to your frustration. Notwithstanding, I personally did not find the text book that much of a help given that math is all about practice. The other links provided seem to provide that so I would recommend you focus your efforts there.

Respecting the exercise set (1.1.15), they are the answers for the questions that are correctly located at 1.1.14.",1801,54,1361021019
1470126,"Hi, I made the problem two times, always got the same answer (the one you get if you resolve what you wrote here), but it still grades it as wrong. Do you have any idea?
Thanks.",3612,643,1361022969
1799987,"Thanks for mentioning the ""introduction to Mathematical Thinking"" course. it does look like it address my concern, already enrolled for the March session.",3796,689,1361045283
3212,"Hello.
Could somebody help with this question? I divide 555000 by the profit per unit, which is 20, so it gives 27750 units. So, company wil be profiatbale if sell more than 27750 units. Am I wrong? Because the score is 0.",3591,649,1361046970
2292313,"oh yeah and we know the wholesale price per unit.

",3801,649,1361047231
2292313,"you have a simple numbers issue. double check your fixed costs per unit.",3591,649,1361047388
1977465,"To make a profit you have to make more money than the fixed costs + the variable costs (per unit), so we can say that profit > fixed costs + variable costs*(unit). The money you make is the wholesale price*(per units) therefore the profit is wholesale price*(units)>fixed costs + variable costs*(units). If that makes sense! :)",3801,649,1361048912
3212,"140x>555000+120x
140x-120x>555000
20x>555000
x>555000/20
x>27750
What Am I doing wrong?
",3591,649,1361050603
2444457,"Having problems as well, but to start with what you're doing wrong... the fixed costs are not $ 555000 but $ 550000.",3591,649,1361051895
3212,"Thank you, I'm blind:) That's OK now.",3591,649,1361052410
2436785,"Thank you! I got it now
",3577,646,1361053527
1505978,"Fixed Costs: Those costs that will have to be paid regardless of the number of machines sold
Renting the warehouse, paying for lighting, insurance etc.

Variable Costs: Those costs that vary with the amount of machines manufactured:
Circuit boards, solder, CPUs.

We're told fixed costs are $ 550,000 (regardless of how many machines we make, could make one, could make 30,000)

We're told the variable cost for each machine is $120.

So if we made & sold 1 machine our total costs would be $550,000 + (1 * $120) = 550,120
We sell this one machine at $140 so our profit/loss=140 - 550,120= -$549980 

If we made and sold 30,000 machines: Total costs $550,000 + (30,000 * $120) = 4,150,000
We sell all machines at $140 so our profit/loss: ($140*30,000) - 4,150,000 = $50,000 

So how many machine would you have to  make and sell to break even at zero profit/loss?

You're effectively being asked to solve 140x - (120x+550000)=0 and then say that the company must make MORE than this amount to make a profit.

So: 140x-(120x+550,000)
140x-120x-550,000=0
20x-550,000=0
20x=550,000
x=?????",3798,649,1361056386
1505978,"Fixed Costs: Those costs that will have to be paid regardless of the number of machines sold: Renting the warehouse, paying for lighting, insurance etc.
...
Variable Costs: Those costs that vary with the amount of machines manufactured:
Circuit boards, solder, CPUs.
...
We're told fixed costs are $ 550,000 (regardless of how many machines we make, could make one, could make 30,000)
...
We're told the variable cost for each machine is $120.
...
So if we made & sold 1 machine our total costs would be $550,000 + (1 * $120) = 550,120
...
We sell this one machine at $140 so our profit/loss=140 - 550,120= -$549980
...
If we made and sold 30,000 machines: Total costs $550,000 + (30,000 * $120) = 4,150,000
...
We sell all machines at $140 so our profit/loss: ($140*30,000) - 4,150,000 = $50,000 profit
...
So how many machine would you have to  make and sell to break even at zero profit/loss?
...
You're effectively being asked to solve 140x - (120x+550000)=0 and then say that the company must make MORE than this amount to make a profit.
...
So: 140x-(120x+550,000)

140x-120x-550,000=0

20x-550,000=0

20x=550,000

x=?????",3798,649,1361056602
2216899,"I assume you're referring to my calculations and not my outlook on life since beginning this equation. I've just re-read everything and I can't see where I'm missing a negative. Could you please be more specific? I'm afraid I need my hand well and truly held for this one. ",3804,662,1361057451
1706066,"What is with the down votes? Carl answered the question well.",3774,683,1361058489
583917,"Hmmmm.....Alexandria your really close. You have -18 = 16b, the negative should be on the 16.  Then break it down to a smaller fraction. 

-4b-6=12b+12.....you had that

-4b-12b=12+6

-16b=18 



",3802,662,1361059827
2045982,"Thanks, I found the error of my ways.  Sometimes I think I am just smarter than I am.  I must keep making the same errors over and over again!!",3810,693,1361060238
2216899,"Melissa that's incredibly helpful, thank you very much.",3802,662,1361060653
583917,"Gina, your LCD should be b(b+2)(b+2)
first problem is 3b-1/b^2+4b+4 = (b+2)(b+2)
2nd problem is -3/b^2+2b = b(b+2)

When you get near the end the equation should look like this. If you get this far your on the right track. You'll end up with a fraction, take that and just break it down further. I hope that helps. :)
3b^2-4b-6=3b^2+12b+12",3821,662,1361073564
381489,"I do not see how you arrived at having two (b+2)  when -3/(b2+2b)=-3/(b+1)(b+1).  One of them should be (b+1) seems to me.  Am I missing something?",3824,662,1361074806
381489,"nvm.  I see it now.  b^2+2b =b(b+2).  Thank you.",3824,662,1361075074
381489,"But wait isn't the LCD  (b)(b+2)   since b^2 + 4b + 4  and b^2+2b  both have (b+2) and then (b)?",3824,662,1361075359
1451765,"Something like ""root(3,(x*2*y)"".?",3815,657,1361075698
1451765,"Sorry, ""root(3,(x^2*y)"".? I was typing in the dark.",3815,657,1361075899
583917,"The bottom line of the equation is:

b^2+4b+4 - b^2+2b = b

broken down its

(b+2)(b+2) - b(b+2) =b

we are solving for b
LCD = b(b+2)(b+2)",3824,662,1361076267
2473027,"Personally, I don't understand the quiz at all. There is no mention of k(z^r/x^sy^t) anywhere in the lecture. How could that equal any of the questions that are in there? I may need some help on how that works because the videos don't explain that part of it at all. Just what the functions are for the equation. Or else I may be skipping this.",103,24,1361080337
381489,"Freakin finally got it.  Thanks everyone!",3831,662,1361082951
1963925,"Agree with you. This course is very liberal with this penalty system.... There are courses here without any penalty - Due date is the Hard deadline once per week. If you miss it you will have 0 points and that's all.",3377,605,1361084833
2473027,"If the quiz really was covered in the videos, then it you would have more people passing this quiz because of the way the video explains it is blatantly different from what the quiz is asking. I have absolutely no clue what it is that I'm doing wrong..",3538,24,1361085293
2473027,"After following the rule as mentioned in the lecture, I keep getting the following feedback:

Student submission has variables not appearing in the solution:

This applies in all of x, y, and z. The k solution was right.",3538,24,1361085741
1321055,"We agree! This is a great wish list item. As we continue to improve the course, we will absolutely take this into consideration. And please know that if there is feedback that we can implement in a timely fashion during this session of the course, we will absolutely try our best to do it. You will notice that we are making the answers to the quizzes available, per a suggestion of the class. Please keep these ideas coming!",3715,657,1361085762
2143101,"I'm 18, too :)",727,51,1361085784
1971556,"If you want to start with negative 5 and add 4 times square root of 5 you should enter -5+4*sqrt(5)",1603,221,1361085832
1971556,"They are easy. Just type sqrt, open brace, type what you want to be inside of square root, close brase. For example square root of x is sqrt(x); square root of 5x is sqrt(5*x); square root of 5x-2 is sqrt(5*x-2); square root of 5xin power of 2 minus 3x is sqrt(5*x^2-3*x).",1631,221,1361086002
1971556,"Only first week",1664,221,1361086062
329648,"Enter only the coefficients of the variables, not the variables themselves.  For example if you got an answer of 5x the answer you enter would be just 5.",3538,24,1361086322
1971556,"That's been there since day one. It is not specific to this question. You can't use spaces and you can't omit * (multiplication symbol). Duh!",3077,545,1361086866
1691646,"Actually, with most of the algebraic answers (the ones that have a ""preview"" button, as I mentioned in my original post) you have much more flexibility in how you enter you answers, and you can indeed insert extra spaces quite freely.",3077,545,1361088660
1963925,"There's no ""xy"" meant multiplication. Just hiding the digits I've found. Like 55 is ""xy"" where x=y :)",3841,698,1361095402
1963925,"We have a byword for this: ""Don't solve complex numbers after the complex meal"" :)",3855,703,1361099082
2120255,"Please don't give away the answer!!",3849,704,1361099161
2120255,"Enno - Please don't  give away the answer!!",3849,704,1361099213
1277812,"Μωρέ δε βρίσκω κανένα λόγο, άλλωστε γι' αυτό και το συζήτησα με τη φίλη μου, κάτι με προβλημάτισε.
Οπότε πού σκάλωσα εγώ? Σκέφτηκα τον ορισμό της ν-οστής ρίζας και γι΄αυτό απέρριψα το αρνητικό, σίγουρα έκανα λάθος που το σκέφτηκα, αλλά γιατί το σκέφτηκα?? Φυσικά και συμφωνεί μαζί σου ο βαθμολογητής!!! χαχα",3860,102,1361099761
1820336,"Το καλό που του θέλω! χαχα!",3860,102,1361102311
1963925,"Thanks. #2 is solved... it puzzled me:
1) write the smallest
and then
2) (answer 1), (answer 2)

the 3rd and the 4th are still incorrect. there's a thread in week 4 discussions. I think that it's not a good idea to write answers here.... our goal is to find them anyway...

I'll explain the way I've written answers.
For example:
2) answer 1: A, answer 2: -(c/d) so that a=d-c. (if the answers are 1 and -(3/4) we have a=1 c=3 and d=4: 1=4-3) We helped to find correct answers this way at astronomy :)",3861,698,1361109305
1350643,"Carl-
Thank you so much for your helpful posts! I know the Coursera quiz solution syntax can be tricky. On our end, we have been struggling with how to write the questions in such a way to make it easy and clear how to write your solutions. Your explanations are super helpful!
Best,
Dr. Eichhorn",2506,414,1361112022
2120255,"Thank you.  Glad to help.",2506,414,1361112529
1350643,"Dear Deena,
The videos are actually made using Powerpoint and a tablet computer. We used a program called Camtasia which captures the screen of your computer plus an audio track. Basically, we just used mostly blank Powerpoint slides and wrote on them while talking. The Camtasia makes that into a video. 

It is great to see so many teachers in the course! I love to see teachers still excited about learning and looking to do new things in their classes. 

Thanks for the note on incorporating more real world applications. We will see what we can do this time around, but if offered again we will definitely try to incorporate this.

Happy learning!
Dr. Eichhorn",3765,657,1361114195
1567098,"We appreciate you Dr. Eichhorn and the rest of the staff that work so hard to bring this material to so many of us that really want to learn Algebra. For me it's re-learning it, since I was in school so many years ago, You have made it so simple to follow that I've had no problem learning the concepts. I'm sure many others that don't post also feel gratitude for your excellent instruction. Thank you Very Much.
",3875,112,1361114225
546153,"Hi Dr. Eichhorn.  So far no one has answered my desperate call for a study group.  Maybe one day, someone will right.   I love the class but it is so hard for me.   Stan",3886,519,1361116116
2391037,"It's not the -9 you have to imagine, it's the square root of -9 that you have to imagine, since sqrt(-9) isn't something you can calculate and get a real number as a result. Since you can't have a real solution for a square root of a negative number, we represent this by i, the imaginary number.

You might think ""well, what's the use of that"", but it is indeed useful - quickly scan through any electronics text books and you soon run into formulas that need it to find the answer to real world problems.
",3887,703,1361127481
475385,"Dear Klara:

You may have substituted another variable for y^(1/3). So you will need to cube you solutions to get the solutions for y.",3872,710,1361127680
1971556,"That's was great explanation. Short, clear and comprehensive. I love how you broke it into questions and answer each one. Thank you.",3868,703,1361132747
1971556,"Supplemental reading is optional reading. It should have additional material that is not part of the course or additional exercises if someone needs extra practice. It should not be the only source for material that is used in the course. For example if course never talks about logs it is OK to have them in supplemental reading, but as soon as log is part of the regular lecture and/or assignment it should be included into main stream.",3885,703,1361133246
2120255,"Yes.  ",3914,698,1361134017
2437779,"Also from Houston, Texas.",61,4,1361134220
1971556,"This is not a do it yourself type of course. If you want something like that try Khan Academy. That one has no due dates, not limits and no professors, on-site budges as credits. This is real university course with real professor. It works just like real course with real deadlines and real credits. Part of the course is working under pressure of deadline. By the way deadlines are everywhere. They are not only for children.",3347,605,1361134486
2605617,"You forgot my beutiful country Cyprus, the island where Venus was born!",3747,4,1361135186
1963925,"Try this 
\frac{i}{3+i}+\frac{1}{2+4i}

as like it is
\frac{0+1*i}{3+i}+\frac{1+0*i}{2+4i}

and make 2 simple divides",3907,702,1361135383
1971556,"Don't remove the penalty!! There is plenty of ""do it yourself"" algebra courses and articles on web. The point of this one is to be close to real university course. That is unique to Coursera.",3874,605,1361135414
1963925,"Ok. 

You have 
$$(i/(3+i))+(1/(2+4i))$$

imagine that you have
$$((0+i)/(3+i))+((1+0*i)/(2+4i))$$          (one) + (two)

if you have a form of
$$(a+bi)/(c+di)$$ (and you have two of them) then >>> $$(a*c+b*d)/(c^2+d^2)+((b*c-a*d)/(c^2+d^2))*i$$ for both and then just make **one**+two",3907,702,1361136526
1971556,"Thank you for describing the tension point. I see it know. I think we read different pamphlet. I thought the strength of Coursera is not in providing self-learning, but in providing a real course from real universities with real professors for free. That's what attracted me here. If your definition is right, than they are not doing a good job. I would recommend Khan Academy instead and than change Coursera to be more like Khan Academy (don't know why we would need 2 similar sites). If my definition is right, than they are doing a good job and providing what they promised. I did not see any other sites that do that. I don't know which definition is right. I would prefer if they keep doing what they doing because it is unique offering.",3520,605,1361136568
544493,"Done Sergey!!! thank you so much!
I have the six answers after one hour :(",3907,702,1361138849
2466169,"Good spot, I missed that. Perhaps they'll fix the question before more people get frustrated.

Thanks.
",3924,722,1361144187
2661054,"I;m so sorry I still don't get it can you give me a few other example thank you very much I really appreciate you give me feedback . But I was never good in math throughout high school so I' m really trying to get better and understand many mathematical concept that seemed elusive to me in the past . So far I 'm starting to like coursera for helping me with understanding math and all of you for replying to my post . good luck with your course and thabks again for helping me 

  ",3905,718,1361145027
1622454,"Will keep that in mind. I had them separated by a space and without commas, but it was still marked wrong. I tried again and removed the brackets from around the fractions and it worked. It's rather confusing because sometimes, the bracketed answers are marked correct, and sometimes they are marked wrong. :P Thanks once again for the course. :D",3880,708,1361145197
1451765,"The name of this thread is W4 Q2 errors? (solved). You seem to be talking about a problem in Quiz 3. I'm having difficulty entering answers for problem #2 of Quiz 2 of Week 4. Do you understand what they meant by giving the form of the answer as (Answer 1),(Answer 2)? Is there intentionally no space? Are there just two answers? Are the parentheses necessary? Were you able to enter answers successfully?",3863,698,1361145385
1451765,"Dr. Eichhorn, this thread is called W4 Q2 errors? (solved). You say you double checked W4 Q3 Question 2. Have you had any problems with Q2 Problem #2 of W4?",3878,698,1361145569
2661054,"thanks for responding to my post but I still don't understanding. Can you elaborate with another example . I would really appreciated . Thanks you very much for helping me through this process . Because I really want to understand Math because all through High school  math was my least favorite subject since then I've develop a fear of Math . But this time I really want to succeed in this  class.
Thanks again for replying to my post I really appreciate it ",3906,718,1361145708
2559291,"Older woman yet - 63!!!  I tutor and one student I have worked with for seven years is finishing geometry. I am getting ready for his Algebra 2 next year. ",714,51,1361146557
583917,"Here is the problem:

(4*x^-3*y^5*z^-2) top line

(6*y^-5*z^5*x^-5 )bottom line (all of this is times -2 on the outside.)

Match them up:

(4/6*x^-3/x^-8*y^5/y^-5*z^-2/z^5) -2 What is your answer after this. Pay attention to the negatives. Show me what you got and we'll go from there. ",3905,718,1361146665
583917,"Negative hint when you have the x^-3 and the x^-8 it will be a -3-(-8) which will equal x^5. Since your taking it from the bottom to the top. Do the same for the rest. ",3905,718,1361146898
1451765,"Diane, Have you been able to decipher the expected answer format? Namely, the question asks for the solution set first, i.e., y1 and y2, since the discriminate is greater than zero, and then asks for the smallest value. Then comes the strange expected format (Answer 1),(Answer 2). Are three individual answers expected? With all the problems with correctly formatting answers to be input, all I needed was confusion as to the expected solution format. Am about ready to stake my life on my answers, but were not accepted. That means I am missing something. What could it be?",3925,698,1361147532
583917,"I have 20 mins left on here. I'll help you until then Theodora. :)",3905,718,1361147716
1451765,"Shannon, that's a nice explanation, and I also hope it helps David. Did you actually mean ""subtract a negative negative""? It seems to me that ""When you subtract a negative number"" might be closer to what David is doing, but. . .  Maybe it is just that I have never heard it put that way before. I've got plenty to learn myself, but think it would best help David if we make sure we put it to him correctly. Maybe an expert can step in. My best.",3931,721,1361148649
1451765,"Diane, did you just say that you input a single answer, namely the root with the smallest value of y and it was counted as correct? Then why would they suggest we answer in the form (Answer 1),(Answer 2)?",3924,722,1361149174
583917,"Never mind...I'm borrowing a laptop to use...I'm watching the Walking Dead tv show back to back...so I'll still help you during the commercials. How far did you get?",3905,718,1361149857
2532872,"Ugh, no Bill, you are correct.  This is a good lesson on how one should proofread their responses more carefully before posting, namely me!  Sorry bout that, was unintentional!",3931,721,1361149866
2661054,"so SO FAR i have 
{(1/4x^3y^5z^2)/(1/6y^5z^5x^8)}-^2 than i'm stuck ",3905,718,1361150746
1971556,"You're math is wrong",3932,723,1361151019
583917,"You need to set it up. 

top line then bottom line
4 * x^-3 * y^5 * z^-2 

6 * x^-8 * y^-5* z^5  = all by -2

4/6 * x^-3(-)-8*y^5(-)-5*z^-2(-)5  remember we're adding not multiplying 

1st clue

4/6 x^5 * what is the rest...what is y^(  ).....what is z^(  )

",3905,718,1361152378
1451765,"Thanks, Shannon. David, if you have been confused about this, let me tell you that what Shannon wrote you was correct and is a useful way to look at your question. You  asked what does 3-(-2) equal, and she could have responded 5 as a comment and left you wondering. Instead, she wanted to give you a deeper insight into your question, hoping to help with any confusion. Precisely what you asked is ""What does subtracting the negative number (-2) from the positive number 3 equal?"" It equals 3+2=5, Using Shannon's logic, you can think of the double negatives (two minus signs in a row) in 3-(-2) as a single plus sign, and that 3-(-2) means 3+2. It is good that you asked your question because airing it has value to many people studying algebra. The minus sign, and especially the double minus sign is one place where (i'll bet) even the experts make mistakes from time to time, despite all their attention to detail.",3931,721,1361153603
1980373,"I set up the equations correctly, as per Dmitry's suggestion, and got X=3,5, but apparently only 5 is correct.  I checked both answers in each of their respective equations and they both check, so what am I doing wrong?",3721,674,1361154985
1451765,"Dmitry, that is a very clever construction. I really like the way it causes the mind to consider signs of positive and negative numbers under subtraction and addition. What made you think of it?",3939,721,1361156591
1971556,"Agree. It is not exactly the same experience and can never be, but closer than any ""do it yourself"" course. It is close to ""education by mail"". Is this setup ideal? No. Is ""education by mail"" ideal? No. I look at it as simulated university experience. There is many computer games that simulated combat. Neither of them are close to reality. All of them simulate it differently and emphases on different aspect of combat. People pick what they like. I like this simulation of university experience. I can't afford real one (almost 50, have 3 kids to run around with and full time job that requires occasional overtime), so I would like to participate in this simulation. I could not find another site that would simulate university, so I don't want this simulation to change. On the other hand I found a lot of ""do it yourself"" sites, especially for math. I don't see a need for another one.",3937,605,1361156978
2661054,"4*x^-3*y-^5*z^-2 
6*x^-8*y^-5*z^5 so far i get it.  after that i'm at a complete lost . did I say I  was really bad at math in high school BUT i'm intent of bettering my math skill with this site .",3905,718,1361159238
2036581,"I went to the scribbler and the ta help me with this one, he's working with people right now....

",3943,720,1361159674
1971556,"That's what discussion forum is for. You need to place your question and all the steps of your solution and someone will point which step you made a mistake.",3866,704,1361164190
1971556,"Than you know you got a wrong answer. You need to place the question from the quiz and all the steps of your solution and someone will point which step you made a mistake.",3935,704,1361164350
1971556,"It sounds this course is not for you. You should try Khan Academy instead. Advantages: no deadlines (do it at your own pace), forum is better organized, covers a lot of math from absolute begging (additions of one digit numbers) to calculus, allows to skip any part that you already comfortable with, each unit is very small, many quizzes to try, each quiz have explanation how to solve it if you did not get it, automatically tracks your progress without paying extra for ALEX.",3906,718,1361165112
1971556,"What's a ""complex meal""?",3855,703,1361165356
1162981,"I am agree with  Dmitry Baranov. If it is Course, that is mean that we should to understand something and later use it.",3885,703,1361174095
2477647,"Your answer is wrong. I think you made a mistake with the 2a denominator. Double check you have your quadratic formula set-up right.

Also you don't need the * before the sqrt.

I made a mistake the first time I tried as well, just keep trying!",3948,722,1361175473
1954965,"I believe you're getting $$\frac{44}{200}$$ at one point, before symplifying the real part of your result. 

If this is the case, you're probably making a sign mistake when converting $$ai^2$$ into a real number or when foiling your numerator (either when adding both fraction or when using the conjugate).",3950,720,1361180563
1954965,"You made two mistakes in your answer. 

First you can simplify that 9: $$\frac{9\pm\sqrt{a}}{b}=\frac{9}{b} \pm\frac{\sqrt{a}}{b}=\frac{3}{1/3b}\pm\frac{\sqrt{a}}{b}$$

And you picked the wrong solution of the equation. The question asked is: ""What is the **smallest value** of $$y$$ which satisfies the above equation?""",3948,722,1361181717
1277812,"Δεν έχω δει το video, γιατί δεν το λύνεις κανονικά?

Εγώ πάντως κατέληξα στο:

(x + 1/2) ^ 2 = 25/36

Σου βγήκε έτσι?",3910,102,1361183242
1277812,"Να δω πώς μπορώ να βοηθήσω, για κοίτα αυτό (σου ξαναλέω πως δεν έχω δει το video):

9x^2 + 9x - 4 = 0 -> 9(x^2 + x - 4/9) = 0 -> x^2 + 2*x*1/2 - 4/9 = 0 -> x^2 + 2*x*1/2 + 1/4 - 1/4 - 4/9 = 0 ->
(x + 1/2)^2 - 25/36 = 0 -> (x + 1/2)^2 = 25/36 -> x + 1/2 = 5/6  ή   x + 1/2 = -5/6  ->  x = 1/3   ή   x = -4/3

Ελπίζω να μην έχω κάνει κάποιο λάθος, λυπάμαι που είναι έτσι γραμμένα, δεν ξέρω να γράφω μαθηματικά εδώ. :) ",3910,102,1361184347
1367579,"Ενταξει μου βγηκε..αριθμητικο λαθος ειχα κανει.σας ευχαριστω παρα πολυ!!",3910,102,1361186228
2466169,"It's an error. Only one answer is really wanted (and this was accepted as correct with full credit).
",3924,722,1361186862
349611,"After the final exam, it's rather late to see where you are going wrong in your studies. I like the idea of closing the quizzes completely and providing the solutions. This way if I, for example, am stuck on a problem, I can see the solution and then go practice more problems like that.",3936,605,1361189581
349611,"Actually, you are incorrect. In the US, you can use this course toward college credit.",3937,605,1361189829
2406669,"I think I understand what you're saying!
If so, you're correct!
:)",3908,703,1361190482
475385,"I don't agree with Dmitry. It's true there are deadlines to meet, but that's how it is in working for a living. And there is no disgrace in asking for help, in my humble opinion.

Since the entire expression is raised to the -2 power, I would first reverse the numerator and denominator so the expression would become

[                             ] 2
[6y^(-5) z^5 x^(-8) ]
[------------------------]
[4x^(-3) y^5 z^(-2) ]

FForgeting the power of 2 for the time being, we combine like terms. This means for each variable we subtract the power of the variable in the denominator from the power of that variable in the numerator. For variable x, this means 

x^(-8)/x^(-3) = x^(-8-(-3)) =x^(-8+3) =x^(-5)

Do this with y and z as well. Since x has a negative exponent (-5), this is in effect division. So you can put x in the denominator and take away the minus sign in the power.

x^(-5) = 1/x^5

Once each veriables exponent has been found, you multiply the 6/4 by itself (that will be your k) and double the exponents of the variables. For example, (1/x^5)^2 = 1/x^10.

This is long and I may get in trouble giving you this much of the procedure, but there is still work to be done to get the answers for k, r, s, and t, but I don't think you should quit now. Good luck with the problem.",3906,718,1361190520
1922267,"Ah alas Quiz 1.3 won't format the answer correctly. I think I'm not going to make it through this course if I can't get the inputs to cooperate. And I think I have the answer wrong, it said I used variables that aren't in the solution.",3956,414,1361191203
1555961,"Bill, me too was confused about the expexcted answer format (that was the wrong guess to enter both answers)
The question asks you about the smallest value",3925,698,1361194076
1451765,"Natalya, you are correct.  I found a school TA working on Scribblar last night (never used Scribblar before) and asked him about that question and he clearly told me to enter a SINGLE SOLUTION, the SMALLEST VALUE, meaning the root with the smallest value. The strange requested format is not relevant to the problem. They many times set up future problems by telling how to enter multiple roots, say, and only in the next problem will ask for a solution that needs it. I went back and re-entered all of my solutions for Quiz 2 (Week 4) and they were all fine this time.",3925,698,1361194928
1451765,"Christopher, I like your attitude. I also love math, and I think I understand your position on taking the course twice. If I don't absorb what I think I need to know in one trip through, I will do the same, mostly because I really want to understand all of it before marching onward and upward. Although this part of math is sometimes thought of as baby math, maybe because many get a lot of it in HS, it is, like geometry, so fundamental and essential to the next level courses, besides being of value just in itself. So, one needs clear understanding of it before moving on, or forever feel a nagging sense of not fully understanding. I'm still going to invest whatever It takes to attempt to do it in one trip.",3967,730,1361196331
1451765,"In a sense, the complex numbers include, as a subset, the real numbers, and therefore represent a more complete development of numbers. Remember, a complex number is a number in the form a + bi, where a,b are REAL NUMBERS. The only thing new, the only thing that makes them COMPLEX, and i imaginary, is the fact that the complex numbers allow square roots of negative numbers, such as sqrt(-1), which equals i. I believe the names COMPLEX, IMAGINARY were initially written down in a derogative way, kind of spoofing, but unfortunately they took hold and we are left with this horrible historical accident that only serves to instill fear in minds that need far less of it because MATH REALLY IS FUN. Just totally ignore any common sense understandings of those terms when you are learning about them. It's nothing more than i^2= negative 1. That being said, the complex number system permitted mathematics to flower into its golden age, as it permitted math constructs that are elegant and powerful. Unfortunately, you won't get to deal with any of that in this course.",3961,703,1361197061
1451765,"Oh, I forgot to add that if you set the b to equal zero in a complex number, as a+bi = a+0i = a, you get a only, and a is purely a real number, and you are back in the real number system of algebra! Of course, you still have to remember that the b is also in the real number system, so what you have in the complex number system is a complex plane which is almost identical to the Cartesian coordinate system, where the two axes are real numbers, but the y-axis has to be considered as being multiplied by i. It's so elegant and simple when you understand.",3961,703,1361197545
1954965,"Simplify your fraction :)",3968,720,1361197803
1451765,"Yes, since current is most often symbolized with an i, or an I, electrical engineers will most often use j to represent the square root of negative 1, to avoid as much confusion as possible. Their complex numbers are written  a + bj, but its the same concept.",3957,703,1361197905
1279290,"Oh my god... I felt like a moron all along. Now I REALLY feel like a moron.",3968,720,1361198190
1954965,"The worst feeling when dealing with math... I lost one hour yesterday on one exercise, because of a stupid sign error in a factor. I would have hit myself with a cricket bat...  ",3968,720,1361198698
475385,"One problem seems common to make solving the equation easier is to substitute another variable for y^(1/3), then get the solutions for the substitute variable and forget that they have solved for y^(1/3) and not yet finished solving for y. So if your solutions are for the substituted variable, you will need to cube your solutions to get the solutions for y.",3947,727,1361200350
825714,"watch lecture video, Equation Quadratic in Form (6:18) @3:11.  There are two answers.
",3947,727,1361200367
1684789,"I got #5 wrong the 1st time, but I had copied the i inside the ( )s.
Take each fraction, multiply it by the complex conjugate of the denominator. Solve each separately, so no imaginary numbers in the denominator - must be real whole numbers. 
Then the trick is to ""parse"" it right! Only enter numbers, (in this case, fractions) no letters, with a space in between. Hope that helps!
Pat",3943,720,1361200486
1922267,"Hey, I found a way to make the problem in larger font: right click on the equation and select from menu Math Setting > Scale All Math. I entered 150% and it is very nice.",3954,241,1361200901
1451765,"Exactly! See Calvin's expression when he first hears the term IMAGINARY NUMBERS!",3975,703,1361208069
1451765,"Also, the class homework assignments on the website MathIsFun have shown me that the guy that put up that website (directed at older children) did a bang up job of explaining things in careful detail, paying attention to those places where students have the greatest amount of difficulty. Suggest you look at his section on square roots and see if he might have caught your difficulty.",3990,734,1361209222
1451765,"Afraa, people do make mistakes in reading the problems. But that doesn't mean the person will not go back and reread the problem in attempting to troubleshoot. You are right in being upset while trying so hard but not getting the solution input after 14 tries. Sometimes it is best to calm down and very carefully reexamine such problems. There is substantial help in these forums. A student named Carl Silke has been advising people on input syntax almost since day one. He is calm, helpful, and I suggest you look him up and show him what you are doing. Beats complaining.",3988,701,1361209893
1730010,"What does add 1 greater value mean.  I changed this several times.  I reduced the fractions to 3/8.  I also foiled it out and that way it would come out to -1/3 and 2.",3999,738,1361211769
1730010,"I'm having a similar problem with Question #5 in quiz 1 week 4.  my math comes out to 3i-1 / 14i + 2.  So I enter 3/14i - 1/2 and the answer is wrong.  What am I doing wrong?  It is really difficult to enter answers into this tool.",3999,738,1361211876
2466169,"It's easy to miss though. I'm more likely to believe it was a cut and paste error. Your point is taken about reading the question carefully, but when you're doing 4 courses at once, job hunting, studying all at the same time, there is is only limited time you can spend when the instructions are potentially misleading.",4001,722,1361213812
1451765,"Carl, starting at i^1 = i, ascending powers of i repeat this four element sequence { i, -1, -i, 1 }. That is to say, i^1 = i, then i^2 = -1, then i^3 = -i, then i^4 = 1, and as you continue increasing the powers of I, this sequence keeps repeating cyclically . In solving a given power of i problem we first examine the exponent of i to see whether it is odd or even. If it is odd, we break apart an i from the given power of i so we have an even power of i multiplied by i. Then we work on the even power of i. We divide that even exponent by 2 to see how many i^2 powers we have, and then replace the even power of i by an i^2 raised to that reduced. If that reduced power is even we just say it  is +1, and multiply the broken apart i by +1 to get i. If, however, the result of dividing the even i power by 2 ends up with an odd power for the i^2, we then break apart the odd power of i^2 so it has an even power of i^2s multiplied by the broken apart  i^2. Then we can do the same, i.e., the even power of i^2 equals +1 and we multiply that by the broken apart i^2 to get the answer that has to be multiplied by the broken apart i. All this fussing, ends up dealing correctly with the four step cyclic sequence that powers of i follow. I know it does, but I do not quite see HOW our procedure does that. Do you have any insight?",3983,733,1361215555
1568791,"You can answer in fraction form.  But only write 3/14 instead of ""3/14"".",3949,720,1361216655
1364816,"If you leave out the job hunting it's called ""going to school."" But add on job hunting and that combo leads to all sorts of gastric problems and other uncomfortable situations. I feel for you and all the others going through similar situations. I'm winding down my career and looking for stuff to do after I retire.",4001,722,1361217623
1932823,"Yes, C is 1/4. When you go to input your results at the end, enter from highest to lowest value (which is the opposite of what the instructions say for some reason).",4015,740,1361218092
